Channel,WAV,Begin Time (s),call_type,Repetition,localization
4.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,4324.602112572,51,3,88
3.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,4323.068023844,51,3,88
2.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,4323.988477081,51,3,88
4.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,4332.272556207,51,3,89
3.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,4331.86346588,51,3,89
2.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,4332.579373953,51,3,89
4.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,5983.624116173,51,3,151
3.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,5988.926656402,51,3,151
2.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,5988.783344503,51,3,151
4.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,6345.171846514,51,3,154
3.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,6350.331074845,51,3,154
2.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,6350.761010539,51,3,154
4.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,7482.697344808,51,3,176
3.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,7486.853389853,51,3,176
2.0,20170601-000000_20170601-060000_CANAPE_multichannel_1245.wav,7486.566766056,51,3,176
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1418.318007843,52,3,772
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1428.033903115,52,3,772
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1422.920274025,52,3,772
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1532.249894393,52,3,841
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1541.863517083,52,3,841
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1536.749887993,52,3,841
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1554.954407555,52,3,842
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1559.863491482,52,3,842
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1550.454413955,52,3,842
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1553.931681737,52,3,843
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1563.238486681,52,3,843
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1558.431675336,52,3,843
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1566.204391554,52,3,844
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1575.715741662,52,3,844
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1570.602112572,52,3,844
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1647.511324507,52,3,895
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1651.295410034,52,3,895
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,1664.999935996,52,3,895
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2021.010914589,52,3,981
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2030.726809861,52,3,981
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2026.12454368,52,3,981
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2351.658632407,52,3,1171
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2351.24954208,52,3,1171
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2362.908616406,52,3,1171
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2354.931355025,52,3,1172
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2354.419992116,52,3,1172
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2366.079066442,52,3,1172
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2731.192701206,52,3,1289
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2740.704051314,52,3,1289
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2737.124510951,52,3,1289
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2734.363151242,52,3,1290
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2737.840419023,52,3,1290
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2728.329068915,52,3,1290
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2725.158618879,52,3,1291
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2734.976786733,52,3,1291
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2730.88588346,52,3,1291
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2727.613160842,52,3,1292
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2731.704064115,52,3,1292
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,2721.783623679,52,3,1292
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3234.681312695,52,3,1571
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3238.260853058,52,3,1571
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3228.033594877,52,3,1571
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3233.351769131,52,3,1572
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3236.829036913,52,3,1572
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3226.908596477,52,3,1572
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3232.12449815,52,3,1573
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3235.601765931,52,3,1573
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3225.885870659,52,3,1573
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3235.601765931,52,3,1575
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3239.283578876,52,3,1575
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3229.363138441,52,3,1575
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3240.306304694,52,3,1576
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3250.22674513,52,3,1576
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3246.749477348,52,3,1576
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3244.908570876,52,3,1577
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3248.488111239,52,3,1577
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3238.36312564,52,3,1577
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3236.624491749,52,3,1578
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3246.647204767,52,3,1578
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3243.169936985,52,3,1578
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3241.124485349,52,3,1579
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3245.010843458,52,3,1579
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3234.783585277,52,3,1579
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3232.738133641,52,3,1580
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3243.067664403,52,3,1580
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3239.181306295,52,3,1580
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3237.23812724,52,3,1581
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3241.022212767,52,3,1581
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,3230.99949975,52,3,1581
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,4228.874462947,52,3,2097
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,4238.590383821,52,3,2097
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,4236.442659603,52,3,2097
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,4277.556442303,52,3,2161
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,4280.010984267,52,3,2161
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,4269.579180922,52,3,2161
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,4340.863170443,52,3,2185
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,4343.215439825,52,3,2185
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,4333.090454225,52,3,2185
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5439.169833124,52,3,2673
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5440.601649269,52,3,2673
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5429.863028179,52,3,2673
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5434.158476615,52,3,2674
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5444.794825123,52,3,2674
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5443.363008978,52,3,2674
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5627.351614067,52,3,2785
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5638.090235157,52,3,2785
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5636.453873848,52,3,2785
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5632.05615283,52,3,2786
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5633.794786721,52,3,2786
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5623.056165631,52,3,2786
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5628.783430212,52,3,2787
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5629.908428612,52,3,2787
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,5619.06753494,52,3,2787
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6330.425327585,52,3,3151
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6330.629872748,52,3,3151
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6319.99352424,52,3,3151
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6310.788991877,52,3,3152
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6321.11852264,52,3,3152
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6321.323067804,52,3,3152
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6295.857194933,52,3,3156
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6295.243559442,52,3,3156
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6295.039014279,52,3,3156
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6285.629936752,52,3,3157
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6285.936754498,52,3,3157
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6284.709483516,52,3,3157
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6275.402678571,52,3,3159
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6273.766317262,52,3,3159
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6274.073135008,52,3,3159
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6267.323144609,52,3,3162
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6268.959505917,52,3,3162
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6269.164051081,52,3,3162
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6265.073147809,52,3,3167
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6265.073147809,52,3,3167
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6263.641331663,52,3,3167
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6259.652700973,52,3,3168
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6261.1867897,52,3,3168
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6261.1867897,52,3,3168
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6258.118612246,52,3,3169
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6260.982244536,52,3,3169
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6260.777699373,52,3,3169
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6254.334526719,52,3,3171
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6257.300431591,52,3,3171
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6257.300431591,52,3,3171
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6254.436799301,52,3,3172
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6253.925436392,52,3,3172
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6250.141350865,52,3,3172
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6246.357265338,52,3,3174
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6250.243623446,52,3,3174
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6250.141350865,52,3,3174
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6246.970900829,52,3,3175
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6247.584536319,52,3,3175
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6243.391360465,52,3,3175
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6239.505002357,52,3,3176
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6244.720904029,52,3,3176
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6244.414086283,52,3,3176
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6236.743642648,52,3,3180
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6237.868641048,52,3,3180
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,6237.664095884,52,3,3180
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10064.504691646,52,3,5162
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10061.538786773,52,3,5162
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10050.288802774,52,3,5162
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10045.072901102,52,3,5163
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10056.016067356,52,3,5163
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10059.186517392,52,3,5163
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10051.72061892,52,3,5164
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10048.856986629,52,3,5164
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10037.709275212,52,3,5164
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10049.777439865,52,3,5165
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10046.811534993,52,3,5165
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10035.868368739,52,3,5165
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10034.027462267,52,3,5166
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10045.175173684,52,3,5166
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10048.34562372,52,3,5166
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10101.22077893,52,3,5183
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10111.857127438,52,3,5183
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10114.925304892,52,3,5183
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10095.902604676,52,3,5184
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10107.152588675,52,3,5184
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10110.016220965,52,3,5184
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10107.254861257,52,3,5185
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10104.59577413,52,3,5185
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,10093.243517549,52,3,5185
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11843.12991086,52,3,6237
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11853.970804531,52,3,6237
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11858.470798131,52,3,6237
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11856.834436822,52,3,6238
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11852.538988386,52,3,6238
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11841.800367296,52,3,6238
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11854.482167441,52,3,6239
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11849.982173841,52,3,6239
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11839.243552751,52,3,6239
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11872.584414421,52,3,6240
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11867.879875657,52,3,6240
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11857.038981986,52,3,6240
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11870.743507948,52,3,6241
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11866.141241767,52,3,6241
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11855.402620677,52,3,6241
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11853.86853195,52,3,6242
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11864.709425621,52,3,6242
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11869.311691803,52,3,6242
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11867.573057912,52,3,6243
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11863.073064312,52,3,6243
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11852.436715804,52,3,6243
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11849.061720605,52,3,6244
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11859.800341695,52,3,6244
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11864.504880458,52,3,6244
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11858.777615877,52,3,6245
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11869.516236966,52,3,6245
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11874.22077573,52,3,6245
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11876.982135438,52,3,6246
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11872.073051512,52,3,6246
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11861.743520749,52,3,6246
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11863.993517549,52,3,6247
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11874.83441122,52,3,6247
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11879.436677402,52,3,6247
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11870.232145039,52,3,6248
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11881.277583874,52,3,6248
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11885.266214565,52,3,6248
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11910.220724526,52,3,6255
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11921.572981107,52,3,6255
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11926.072974707,52,3,6255
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11924.641158561,52,3,6256
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11920.141164962,52,3,6256
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11909.30027129,52,3,6256
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,12013.61853515,52,3,6311
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,12008.709451223,52,3,6311
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,11997.868557551,52,3,6311
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,12360.527593475,52,3,6463
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,12370.857124238,52,3,6463
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,12375.868480746,52,3,6463
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,12358.277596675,52,3,6464
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,12368.913945183,52,3,6464
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,12373.618483947,52,3,6464
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,13620.936834212,52,3,7257
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,13625.232282648,52,3,7257
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,13624.618647157,52,3,7257
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,13939.209569631,52,3,7514
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,13940.334568031,52,3,7514
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,13940.948203521,52,3,7514
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14540.675422863,52,3,7861
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14549.266319735,52,3,7861
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14534.232250209,52,3,7861
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14534.232250209,52,4,7862
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14532.289071155,52,4,7862
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14546.811777772,52,4,7862
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14538.323153482,52,4,7862
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14532.800434064,52,3,7863
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14545.277689045,52,3,7863
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14536.686792173,52,3,7863
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14531.266345337,52,4,7864
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14529.220893701,52,4,7864
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14544.152690645,52,4,7864
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14535.459521191,52,4,7864
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14528.198167883,52,3,7865
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14540.879968027,52,3,7865
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14532.493616319,52,3,7865
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14520.629996829,52,3,7866
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14518.789090356,52,3,7866
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,14526.868624319,52,3,7866
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,15484.039045699,52,3,8298
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,15469.618611664,52,3,8298
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,15472.073153627,52,3,8298
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,15489.6640633,52,3,8299
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,15475.448174429,52,3,8299
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,15477.80044381,52,3,8299
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16665.800224596,52,3,8651
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16663.345682633,52,3,8651
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16668.86840205,52,3,8651
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16662.527501978,52,3,8652
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16660.277505179,52,3,8652
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16666.107042342,52,3,8652
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16658.743416451,52,3,8653
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16656.697964815,52,3,8653
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16662.220684233,52,3,8653
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16758.970684378,52,3,8700
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16754.675235942,52,3,8700
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16771.447939359,52,3,8700
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16767.970671578,52,3,8701
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16751.70933107,52,3,8701
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16755.69796176,52,3,8701
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16753.652510124,52,3,8702
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16748.947971361,52,3,8702
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16765.618402196,52,3,8702
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16754.982053688,52,3,8703
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16744.141160016,52,3,8703
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,16748.641153616,52,3,8703
2.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,18659.811572377,52,3,9569
3.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,18656.538849759,52,3,9569
4.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,18645.186593178,52,3,9569
1.0,20170613-060000_20170613-120000_CANAPE_multichannel_1245.wav,19567.481999139,52,3,10004
